year,country,R&D expenditure (%GDP),trust_in_institutions,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment
2004,MOZ,,,,0.0,
2004,MYS,,,,0.0,
2004,NAM,,,,69.0302126072364,
2004,NER,,,,14.121005360997,
2004,NGA,,,,0.0,
2004,NIC,,,,47.838319180239,
2004,NLD,2.013391169,33.1,50.366,39.0612669794564,29.537558
2004,NOR,4.330186246,63.8,55.846,0.0,32.692787
2004,NPL,,,,10.4242709364134,
2004,NZL,4.844237857,35.5,25.729,30.5572690332021,35.628941
2004,OMN,,,,0.0,
2004,PAK,,,,21.0551650169282,
2004,PAN,,,,100.0,
2004,PER,,,,27.5121065894498,32.44971085
2004,PHL,,,,49.6505002404135,
2004,POL,5.090830297,,51.475,14.7708202836035,15.709586
2004,PRT,1.788735504,2.0,80.161,88.203857004116,12.516933
2004,PRY,,,,0.0,
2004,QAT,,,,0.0,
2004,ROU,,,16.691,29.7765838149577,17.160242
2004,RUS,7.175949193,,,0.0,
2004,RWA,,,,6.78877123240692,
2004,SAU,11.758820687,,,0.0,
2004,SDN,,,,0.0,
2004,SEN,,,,64.284833321587,
2004,SGP,,,,100.0,
2004,SLV,,,,57.2777629894411,
2004,SRB,,,,33.5693833590025,
2004,SUR,,,,0.0,
2004,SVK,5.38949857,51.3,36.467,67.8716202587327,12.776853
2004,SVN,4.546022188,57.9,30.907,51.2606533507315,19.040981
2004,SWE,4.179594518,12.3,48.015,38.5714679773194,34.529377
2004,SWZ,,,,5.69756858665971,
2004,SYR,,,,0.0,
2004,TCD,,,,0.0,
2004,THA,,,,50.592533714573,
2004,TJK,,,,36.6483292583539,
2004,TKM,,,,0.0,
2004,TTO,,,,0.0,
2004,TUN,,,,23.5584113600062,
2004,TUR,9.925405478,,48.901,71.9972658232343,9.653903
2004,UGA,,,,4.80810577153745,
2004,UKR,,,,45.3272945319252,
2004,URY,,,,85.5310858467532,
2004,USA,3.847769885,,64.674,30.9353501432903,39.052998
2004,UZB,,,,0.0,
2004,VNM,,,,0.0,
2004,ZAF,4.554559907,,38.354,0.0,6.860743
2004,ZMB,,,,9.32511322736744,
2004,ZWE,,,,12.4684012312772,
2005,AGO,,,,0.0,
2005,ALB,,,,50.5736000967914,
2005,ARE,,,,0.0,
2005,ARG,8.851659925,,,0.0,17.471054
2005,ARM,,,,67.2370359807973,
2005,AUS,3.043230489,38.0,12.765,0.0,31.691153
2005,AUT,2.320365716,25.8,70.344,73.3959540550781,24.639351
2005,AZE,,,,0.0,
2005,BEL,2.321737929,31.8,94.929,91.8732672616677,31.045088
2005,BEN,,,,35.8470373520107,
2005,BGD,,,,17.9095538204646,
2005,BGR,,,48.474,48.0800794747752,27.49805641
2005,BHR,,,,0.0,
2005,BIH,,,,27.4686633651637,
2005,BLR,,,,85.39602242083,
2005,BOL,,,,0.0,
2005,BRA,3.202135235,,87.124,11.7093919059105,9.6238279
2005,BRN,,,,0.0,
2005,CAN,3.210454389,37.5,71.325,0.0,45.976749
2005,CHE,2.952084894,23.6,45.939,63.0555300995931,28.763943
2005,CHL,5.837045719,53.7,11.376,72.2462472171982,17.120726
2005,CHN,11.5,,,5.60861584629628,9.6811743
2005,CMR,,,,0.0,
2005,COL,6.716868698,20.5,49.574,0.0,16.965132
2005,CRI,3.976666381,42.9,,54.9568327577702,20.842731
2005,CYP,,,,100.0,
2005,CZE,6.375028861,71.1,30.775,28.103739589013,13.058269
2005,DEU,0.888449591,48.7,66.353,62.530571039464,24.552816
2005,DNK,2.359609215,11.1,37.457,0.0,33.544121
2005,DZA,,,,0.0,
2005,ECU,,,,0.0,
2005,ESP,3.551130703,37.4,42.274,87.688527549989,28.518797
2005,EST,9.523052565,13.9,7.301,27.8264152931568,33.025089
2005,FIN,2.777777778,61.5,41.088,55.8524210137407,34.629433
2005,FRA,1.888569648,53.0,77.26,53.0679404506124,25.425774
2005,GAB,,,,0.0,
2005,GBR,2.790654735,34.8,50.333,14.1924448862014,29.709032
