year,country,Public_Debt_pct_GDP,Energy_Import_Dependency,GDP_Growth,Inflation_Rate,Productivity_Variation,R&D_Expenditure_pct_GDP,Tertiary_Education_Attainment,Unemployment_Rate,Gov_Score,recovery_2007,recovery_2019
2013,SWE,41.2,34.0046,1.1376,-0.0443,330.8789,3.2756,37.0344,8.027,88.7956,3,2
2014,SWE,46.1,34.1036,2.2958,-0.1796,335.9615,3.1246,38.7003,7.931,87.5614,3,2
2015,SWE,44.8,32.8832,4.3882,-0.0468,348.6717,3.2415,39.7866,7.39,87.9164,3,2
2016,SWE,43.2,35.3637,2.1312,0.9843,348.9812,3.2638,41.1392,6.944,87.9171,3,2
2017,SWE,41.9,28.6965,1.8828,1.7945,353.429,3.3995,41.9367,6.665,87.2613,3,2
2018,SWE,40.2,30.7466,1.7703,1.9535,358.3687,3.3561,43.2473,6.332,87.3291,3,2
2019,SWE,36.0,32.0197,2.6082,1.7842,373.5902,3.4066,43.9705,6.771,87.0485,3,2
2020,SWE,40.5,34.4418,-1.9338,0.4974,482.5076,3.5075,44.6088,8.304,88.3223,3,2
2021,SWE,37.2,22.5498,5.2259,2.1632,397.1274,3.4454,46.5595,8.899,87.7494,3,2
2022,SWE,34.4,28.6999,1.2554,8.3693,401.9728,3.5015,48.504,7.494,87.5096,3,2
2023,SWE,32.2,27.7524,-0.2041,8.5486,408.5936,3.6402,49.3999,7.698,87.1359,3,2
2024,SWE,34.2,27.7524,1.0178,2.8358,332.353,3.5596,51.8263,8.398,87.0899,3,2
2000,TUR,41.0319,66.4119,6.9853,54.9154,25.9844,0.4648,8.3462,6.495,47.6431,3,1
2002,TUR,41.0319,68.8098,6.4355,44.9641,27.3827,0.5079,9.1409,10.358,51.8231,3,1
2003,TUR,41.0319,71.8015,5.7991,21.6024,29.7572,0.4641,9.7045,10.542,55.6603,3,1
2004,TUR,41.0319,71.9973,9.9254,8.5983,33.1345,0.4956,9.6539,10.837,57.7311,3,1
2005,TUR,41.0319,73.6048,9.1116,8.1792,35.4069,0.5616,10.2386,10.635,58.7754,3,1
2006,TUR,41.0319,74.1979,7.0676,9.5972,37.9905,0.5504,10.9193,10.229,58.4612,3,1
2007,TUR,41.0319,75.5978,5.1082,8.7562,40.6714,0.6823,11.2909,10.283,56.0252,3,1
2008,TUR,41.0319,73.6742,0.9201,10.4441,41.7954,0.683,12.0407,10.965,56.9109,3,1
2009,TUR,48.4871,71.5994,-4.8827,6.251,40.5885,0.798,12.7103,14.025,57.7996,3,1
2010,TUR,45.1797,71.8114,8.5422,8.5664,42.4613,0.788,13.1185,11.88,56.3737,3,1
2011,TUR,39.9693,72.3455,10.98,6.4719,45.6671,0.7888,14.0341,9.788,53.4662,3,1
2012,TUR,37.6997,76.5045,4.8076,8.8916,47.3945,0.8215,15.2902,9.21,53.4263,3,1
2013,TUR,31.7836,76.7082,8.4883,7.4931,51.3132,0.8084,15.9074,9.714,51.5119,3,1
2014,TUR,31.1207,78.7335,4.6008,8.8546,52.4153,0.8533,16.6936,9.902,48.3718,3,1
2015,TUR,29.1451,80.4443,5.8056,7.6709,55.7034,0.966,18.0201,10.304,46.5962,3,1
2016,TUR,30.0752,77.2878,3.3237,7.7751,58.1224,1.1183,19.3625,10.9,44.2563,3,1
2017,TUR,29.5734,79.1725,7.8259,11.1443,62.3873,1.1697,20.0131,10.918,43.1207,3,1
2018,TUR,29.4,75.8316,3.4682,16.3325,66.4966,1.2558,20.7802,10.956,40.2016,3,1
2019,TUR,33.4601,72.1974,1.3016,15.1768,71.9127,1.2943,21.9512,13.73,40.9941,3,1
2020,TUR,41.0397,71.333,1.8031,12.279,99.1325,1.3427,23.2018,13.148,40.158,3,1
2021,TUR,41.6375,72.1247,11.8111,19.5965,91.1852,1.3686,24.4525,11.971,39.2913,3,1
2022,TUR,35.3301,72.7041,5.4412,72.3088,91.1852,1.2963,25.0,10.433,37.6738,3,1
2023,TUR,33.2548,71.9929,5.0451,53.8594,91.1852,1.3936,25.9217,9.351,37.8997,3,1
2024,TUR,26.6192,71.9929,3.3276,58.5064,91.1852,1.4619,26.9442,8.712,37.6898,3,1
2000,USA,33.2677,26.6791,4.0776,3.3769,49.7317,2.6198,36.4948,3.992,79.2441,3,2
2002,USA,54.0472,27.8963,1.7004,1.586,53.0768,2.5475,38.133,5.783,81.4068,3,2
2003,USA,56.4293,29.2686,2.7956,2.2701,55.1293,2.5502,38.422,5.989,80.1606,3,2
2004,USA,56.8323,30.9354,3.8478,2.6772,57.2163,2.4869,39.053,5.529,78.627,3,2
2005,USA,56.693,31.7585,3.4836,3.3927,59.2037,2.5019,39.0547,5.083,80.1284,3,2
2006,USA,55.6206,31.7738,2.7845,3.2259,60.5476,2.5455,39.4863,4.624,79.3545,3,2
2007,USA,55.8142,30.5507,2.0039,2.8527,62.2114,2.6152,40.2709,4.622,79.4663,3,2
2008,USA,63.9719,27.9184,0.1136,3.8391,63.4872,2.7448,41.1052,5.784,80.0567,3,2
2009,USA,76.0322,25.912,-2.5765,-0.3555,65.7531,2.7918,41.2146,9.256,79.6212,3,2
2010,USA,85.1548,24.085,2.6952,1.64,67.8297,2.7145,41.6624,9.632,79.4944,3,2
2011,USA,89.7347,20.6799,1.5644,3.1568,68.5443,2.738,42.4484,8.95,78.408,3,2
2012,USA,93.833,17.5185,2.2891,2.0693,69.4158,2.6727,43.0524,8.069,78.9702,3,2
2013,USA,95.7185,14.4331,2.1178,1.4648,70.4473,2.6959,43.9103,7.375,77.2611,3,2
2014,USA,95.9491,11.6957,2.5238,1.6222,71.4582,2.7088,44.2246,6.167,77.8552,3,2
2015,USA,96.6111,11.7389,2.9455,0.1186,72.3839,2.7733,44.6294,5.281,79.4057,3,2
2016,USA,98.6932,12.2998,1.8195,1.2616,72.9969,2.8368,45.6664,4.87,78.5832,3,2
2017,USA,97.8801,8.1003,2.4576,2.1301,74.4598,2.8832,46.3568,4.356,76.5159,3,2
2018,USA,99.2224,3.5921,2.9665,2.4426,76.2659,2.9896,47.4311,3.896,75.2811,3,2
2019,USA,100.9798,0.0,2.5838,1.8122,77.9337,3.143,48.3402,3.668,74.789,3,2
2020,USA,126.3704,0.0,-2.0814,1.2336,82.0315,3.4145,50.0553,8.055,73.5834,3,2
2021,USA,120.3677,0.0,6.152,4.6979,85.1135,3.4624,50.317,5.349,72.3867,3,2
2022,USA,114.6948,0.0,2.5242,8.0028,87.2732,3.4843,50.0172,3.649,72.9997,3,2
2023,USA,116.9188,0.0,2.9344,4.1163,90.3351,3.4235,50.706,3.639,71.9647,3,2
2024,USA,117.9732,0.0,2.7932,2.9495,90.3351,3.4449,50.706,4.022,72.3732,3,2
